# Base de datos: DiseaseEnhancer
# Descripción: Enhancers asociados a enfermedades
# Fuente: http://biocc.hrbmu.edu.cn/DiseaseEnhancer/
# Dimensiones totales: 4059 filas, 30 columnas
# Filas en esta muestra: 50
# Estrategia: D_diversity (máxima diversidad léxica)

# MUESTRA DE DATOS (formato TSV):

crm_ID	orig_chr	orig_start	orig_end	orig_assembly	current_chr	current_start	current_end	current_assembly	minimum_ratio	score	original_ID	crossref	enh_PMID	biosample_name	enh_method	type	source	hgnc_symbol_target_genes	enh2gene_PMID	enh2gene_method	hgnc_symbol_TFs	TFs2enh_PMID	TFs2enh_method	disease	disease_PMID	disease_method	refseq_ID	mutation_PMID	mutation_method
CRMHS00027685823	chr1	155187002	155196600	hg19	chr1	155217211	155226809	hg38	0.95	1	DE_01025	-	29093029	-	-	-	DiseaseEnhancer	CKS1B	29093029	-	-	-	-	mesh:D051436	29093029	-	rs2049805	29093029	-
CRMHS00027685667	chr11	69083602	69090000	hg19	chr11	69316135	69322333	hg38	0.95	0.968745116424441	DE_00098	-	27723759	-	-	-	DiseaseEnhancer	CCND1	27723759	-	-	-	-	mesh:D001943	27723759	-	-	-	-
CRMHS00000005941	chr21	45600202	45618000	hg19	chr21	44180319	44198117	hg38	0.95	1	DE_00626	-	24196873	-	-	-	DiseaseEnhancer	ICOSLG	24196873	-	-	-	-	mesh:D003093	24196873	-	rs762421	24196873	-
CRMHS00027685647	chr4	88923202	88924800	hg19	chr4	88002050	88003648	hg38	0.95	1	DE_01015	-	28930109	-	-	-	DiseaseEnhancer	ABCG2	28930109	-	-	-	-	DOID:1612	28930109	-	rs12508471	28930109	-
CRMHS00000006099	chr8	128398602	128417000	hg19	chr8	127386357	127404755	hg38	0.95	1	DE_00377	-	19561607	-	-	-	DiseaseEnhancer	CCAT1	19561607	-	-	-	-	OMIM:176807	19561607	-	rs6983267	19561607	-
CRMHS00000005886	chr17	71006202	71007000	hg19	chr17	73010063	73010861	hg38	0.95	1	DE_00432	-	25900876	-	-	-	DiseaseEnhancer	-	-	-	-	-	-	OMIM:109800	25900876	-	rs11077654	25900876	-
CRMHS00000005931	chr20	32645602	32658600	hg19	chr20	34057796	34070794	hg38	0.95	1	DE_00508	-	22976474	-	-	-	DiseaseEnhancer	RALY	22976474	-	-	-	-	OMIM:114480	22976474	-	rs2284389	22976474	-
CRMHS00027685933	chr16	11440602	11455000	hg19	chr16	11346745	11361143	hg38	0.95	1	DE_01048	-	28945252	-	-	-	DiseaseEnhancer	CLEC16A	28945252	-	-	-	-	mesh:D009103	28945252	-	rs8052717	28945252	-
CRMHS00000005792	chr10	6074002	6104800	hg19	chr10	6032039	6062837	hg38	0.95	1	DE_00540	-	27876533	-	-	-	DiseaseEnhancer	IL2RA	27876533	-	-	-	-	DOID:2377	27876533	-	rs12722502	27876533	-
CRMHS00000005944	chr22	39539602	39548000	hg19	chr22	39143597	39151995	hg38	0.95	1	DE_00652	-	23955597	-	-	-	DiseaseEnhancer	CBX7	23955597	-	-	-	-	DOID:9538	23955597	-	rs877529	23955597	-
CRMHS00000005894	chr19	30295402	30298800	hg19	chr19	29804495	29807893	hg38	0.95	1	DE_00648	-	27514407	-	-	-	DiseaseEnhancer	CCNE1	27514407	-	-	-	-	DOID:11054	27514407	-	rs8102137	27514407	-
CRMHS00000006127	chr9	22123402	22125200	hg19	chr9	22123403	22125201	hg38	0.95	1	DE_00413	-	26487755	-	-	-	DiseaseEnhancer	MTAP	26487755	-	-	-	-	mesh:D003324	26487755	-	rs10811656	26487755	-
CRMHS00000006029	chr6	12902202	12905800	hg19	chr6	12901970	12905568	hg38	0.95	1	DE_01054	-	25838425	-	-	-	DiseaseEnhancer	EDN1	25838425	-	-	-	-	mesh:D008881	25838425	-	rs9349379	25838425	-
CRMHS00000005924	chr2	71077802	71079600	hg19	chr2	70850672	70852470	hg38	0.95	1	DE_00573	-	26482879	-	-	-	DiseaseEnhancer	CD207	26482879	-	-	-	-	OMIM:603165	26482879	-	rs4852714	26482879	-
CRMHS00027685861	chr12	12002002	12021600	hg19	chr12	11849068	11868666	hg38	0.95	1	DE_00505	-	27145994	-	-	-	DiseaseEnhancer	ETV6	27145994	-	-	-	-	mesh:D015179	27145994	-	rs2238126	27145994	-
CRMHS00000006023	chr5	177421802	177423000	hg19	chr5	177994801	177995999	hg38	0.95	1	DE_00479	-	22745233	-	-	-	DiseaseEnhancer	PROP1	22745233	-	-	-	-	DOID:9410	22745233	-	rs73346254	22745233	-
CRMHS00000005890	chr18	56081002	56086000	hg19	chr18	58413770	58418768	hg38	0.95	1	DE_00558	-	24995424	-	-	-	DiseaseEnhancer	MIR122	24995424	-	-	-	-	DOID:684	24995424	-	rs4309483	24995424	-
CRMHS00000005971	chr3	185499202	185517400	hg19	chr3	185781414	185799612	hg38	0.95	1	DE_00598	-	21035756	-	-	-	DiseaseEnhancer	IGF2BP2	21035756	-	-	-	-	mesh:D003924	21035756	-	rs7646518	21035756	-
CRMHS00000005829	chr13	73925602	73926000	hg19	chr13	73351465	73351863	hg38	0.95	1	DE_00553	-	28172817	-	-	-	DiseaseEnhancer	DIS3	28172817	-	-	-	-	mesh:D010190	28172817	-	rs386772267	28172817	-
CRMHS00000005838	chr14	29999405	30001405	hg19	chr14	29530199	29532199	hg38	0.95	1	DE_00439	-	27760116	-	-	-	DiseaseEnhancer	FOXG1	27760116	-	-	-	-	-	27760116	-	rs1191551	27760116	-
CRMHS00000006084	chr7	6511002	6522600	hg19	chr7	6471371	6482969	hg38	0.95	1	DE_00636	-	27486767	-	-	-	DiseaseEnhancer	KDELR2	27486767	-	-	-	-	DOID:1793	27486767	-	rs7799635	27486767	-
CRMHS00000005845	chr15	32991002	32994400	hg19	chr15	32698801	32702199	hg38	0.95	1	DE_00484	-	26043427	-	-	-	DiseaseEnhancer	GREM1	26043427	-	-	-	-	DOID:0050567	26043427	-	rs16969681	26043427	-
CRMHS00000006140	chrX	51504931	51506931	hg19	chrX	51761835	51763835	hg38	0.95	1	DE_00575	-	24497837	-	-	-	DiseaseEnhancer	NUDT11	24497837	-	-	-	-	mesh:D011471	24497837	-	rs4907792(rs59228802)	24497837	-
CRMHS00000005746	chr1	109793202	109825400	hg19	chr1	109250580	109282778	hg38	0.95	1	DE_00459	-	26477595	-	-	-	DiseaseEnhancer	SORT1	26477595	-	-	-	-	mesh:D003327	26477595	-	rs12740374	26477595	-
CRMHS00000005897	chr19	51772802	51774802	hg19	chr19	51269548	51271548	hg38	0.95	1	DE_00496	-	26449484	-	-	-	DiseaseEnhancer	LRRC4B	26449484	-	-	-	-	DOID:9970	26449484	-	rs1878047	26449484	-
CRMHS00000005774	chr10	114757349	114759349	hg19	chr10	112997590	112999590	hg38	0.95	1	DE_00642	-	24518834	-	-	-	DiseaseEnhancer	TCF7L2	24518834	-	-	-	-	OMIM:125853	24518834	-	rs7903146	24518834	-
CRMHS00000006007	chr4	62860941	62862941	hg19	chr4	61995223	61997223	hg38	0.95	1	DE_00486	-	27692237	-	-	-	DiseaseEnhancer	ADGRL3	27692237	-	-	-	-	mesh:D001289	27692237	-	rs17226398	27692237	-
CRMHS00000005790	chr10	43581056	43583056	hg19	chr10	43085608	43087608	hg38	0.95	1	DE_00513	-	19306335	-	-	-	DiseaseEnhancer	RET	19306335	-	-	-	-	DOID:10487	19306335	-	rs2435357	19306335	-
CRMHS00000005773	chr10	104652545	104654545	hg19	chr10	102892788	102894788	hg38	0.95	1	DE_00583	-	25453756	-	-	-	DiseaseEnhancer	NT5C2	25453756	-	-	-	-	DOID:5419	25453756	-	rs56946876	25453756	-
CRMHS00027685952	chr20	7105289	7107289	hg19	chr20	7124642	7126642	hg38	0.95	1	DE_01023	-	28985029	-	-	-	DiseaseEnhancer	BMP2	28985029	-	-	-	-	mesh:D003398	28985029	-	rs1884302	28985029	-
CRMHS00000006059	chr6	31887602	31889600	hg19	chr6	31919825	31921823	hg38	0.95	1	DE_00546	-	27539526	-	-	-	DiseaseEnhancer	HLA-DRB5	27539526	-	-	-	-	mesh:D008175	27539526	-	rs3130683	27539526	-
CRMHS00000005943	chr22	38379602	38445800	hg19	chr22	37983595	38049793	hg38	0.95	1	DE_00264	-	24357527	-	-	-	DiseaseEnhancer	SOX10	24357527	-	-	-	-	mesh:D006627	24357527	-	rs141110859	24357527	-
CRMHS00000005753	chr1	162019969	162021969	hg19	chr1	162050179	162052179	hg38	0.95	1	DE_00623	-	24857694	-	-	-	DiseaseEnhancer	NOS1AP	24857694	-	-	-	-	DOID:114	24857694	-	rs7539120	24857694	-
CRMHS00000006090	chr8	128092002	128094200	hg19	chr8	127079757	127081955	hg38	0.95	1	DE_00407	-	19767752	-	-	-	DiseaseEnhancer	MYC	19767752	-	-	-	-	DOID:10283	19767752	-	rs1016343	19767752	-
CRMHS00000006068	chr6	86246799	86248799	hg19	chr6	85537081	85539081	hg38	0.95	1	DE_00660	-	28033303	-	-	-	DiseaseEnhancer	SNHG5	28033303	-	-	-	-	mesh:D008545	28033303	-	rs9444351	28033303	-
CRMHS00000006002	chr4	145487334	145489334	hg19	chr4	144566182	144568182	hg38	0.95	1	DE_00480	-	22140090	-	-	-	DiseaseEnhancer	HHIP	22140090	-	-	-	-	OMIM:606963	22140090	-	rs1542725	22140090	-
CRMHS00000006126	chr9	22110602	22120000	hg19	chr9	22110603	22120001	hg38	0.95	1	DE_00466	-	19592466	-	-	-	DiseaseEnhancer	CDKN2A	19592466	-	-	-	-	DOID:3393	19592466	-	rs1333045	19592466	-
CRMHS00000005856	chr16	31275202	31281400	hg19	chr16	31263881	31270079	hg38	0.95	1	DE_00436	-	24608226	-	-	-	DiseaseEnhancer	ITGAM	24608226	-	-	-	-	DOID:9074	24608226	-	rs1143679	24608226	-
CRMHS00000006027	chr5	96273002	96281400	hg19	chr5	96937298	96945696	hg38	0.95	1	DE_00532	-	27829666	-	-	-	DiseaseEnhancer	ERAP2	27829666	-	-	-	-	OMIM:109100	27829666	-	rs2762	27829666	-
CRMHS00000005809	chr11	72463802	72492000	hg19	chr11	72752757	72780955	hg38	0.95	1	DE_00469	-	28132686	-	-	-	DiseaseEnhancer	STARD10	28132686	-	-	-	-	DOID:9352	28132686	-	rs140130268	28132686	-
CRMHS00000005900	chr2	113536602	113543000	hg19	chr2	112779025	112785423	hg38	0.95	1	DE_00491	-	27569042	-	-	-	DiseaseEnhancer	IL1A	27569042	-	-	-	-	DOID:3388	27569042	-	rs1800587	27569042	-
CRMHS00000006058	chr6	31534802	31548600	hg19	chr6	31567025	31580823	hg38	0.95	1	DE_00490	-	18194515	-	-	-	DiseaseEnhancer	TNF	18194515	-	-	-	-	DOID:12365	18194515	-	rs1800630	18194515	-
CRMHS00000006015	chr5	1285516	1287516	hg19	chr5	1285401	1287401	hg38	0.95	1	DE_00524	-	26149460	-	-	-	DiseaseEnhancer	TERT	26149460	-	-	-	-	OMIM:211980	26149460	-	rs2736100	26149460	-
CRMHS00000006020	chr5	141013402	141015200	hg19	chr5	141633835	141635633	hg38	0.95	1	DE_00517	-	28094813	-	-	-	DiseaseEnhancer	DIAPH1	28094813	-	-	-	-	mesh:D001523	28094813	-	rs2530223	28094813	-
CRMHS00000005864	chr16	68807602	68838400	hg19	chr16	68773699	68804497	hg38	0.95	1	DE_00668	-	22499810	-	-	-	DiseaseEnhancer	KDM4C	22499810	-	-	-	-	DOID:9256	22499810	-	rs9929218	22499810	-
CRMHS00000006011	chr4	90672602	90676200	hg19	chr4	89751451	89755049	hg38	0.95	1	DE_00549	-	27096366	-	-	-	DiseaseEnhancer	SNCA	27096366	-	-	-	-	DOID:14330	27096366	-	rs356168	27096366	-
CRMHS00000005828	chr13	72427002	72428800	hg19	chr13	71852870	71854668	hg38	0.95	1	DE_00471	-	24465431	-	-	-	DiseaseEnhancer	DACH1	24465431	-	-	-	-	mesh:D002318	24465431	-	rs1408888	24465431	-
CRMHS00000005816	chr12	2339802	2367400	hg19	chr12	2230636	2258234	hg38	0.95	1	DE_00571	-	27276213	-	-	-	DiseaseEnhancer	CACNA1C	27276213	-	-	-	-	mesh:D001714	27276213	-	rs4765905	27276213	-
CRMHS00000005859	chr16	53799602	53801200	hg19	chr16	53765690	53767288	hg38	0.95	1	DE_00472	-	26287746	-	-	-	DiseaseEnhancer	IRX3	26287746	-	-	-	-	OMIM:601665	26287746	-	rs1421085	26287746	-
CRMHS00000005932	chr20	42564802	42573200	hg19	chr20	43936162	43944560	hg38	0.95	1	DE_00644	-	28153336	-	-	-	DiseaseEnhancer	TOX2	28153336	-	-	-	-	DOID:1470	28153336	-	rs79645278	28153336	-
