crm_ID,orig_chr,orig_start,orig_end,orig_assembly,current_chr,current_start,current_end,current_assembly,minimum_ratio,score,original_ID,crossref,enh_PMID,biosample,enh_method,type,source,hgnc_symbol_target_genes,enh2gene_PMID,enh2gene_method,hgnc_symbol_TFs,TFs2enh_PMID,TFs2enh_method,disease,disease_PMID,disease_method,refsnp_ID,mutation_PMID,mutation_method
CRMHS00000100704,chr17,74248222,74248574,hg19,chr17,76252141,76252493,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,ST6GALNAC2,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000081005,chr10,106109390,106109845,hg19,chr10,104349632,104350087,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,ITPRIP,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000127613,chr6,2038182,2038509,hg19,chr6,2037948,2038275,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
CRMHS00000138976,chrX,118816365,118816526,hg19,chrX,119682402,119682563,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,RPL39,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000127994,chr6,31542399,31542828,hg19,chr6,31574622,31575051,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,STK19,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000087247,chr12,10707226,10707846,hg19,chr12,10554627,10555247,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,KLRD1,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000078490,chr1,242068662,242068804,hg19,chr1,241905360,241905502,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
CRMHS00000126013,chr6,129250577,129251100,hg19,chr6,128929432,128929955,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
CRMHS00000131024,chr7,20478077,20478972,hg19,chr7,20438454,20439349,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,ITGB8,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000110363,chr2,98910663,98910871,hg19,chr2,98294200,98294408,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
CRMHS00000129688,chr7,106059987,106060502,hg19,chr7,106419541,106420056,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,PIK3CG,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000114663,chr3,105722948,105723182,hg19,chr3,106004101,106004335,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,CBLB,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000123296,chr5,169228345,169228779,hg19,chr5,169801341,169801775,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,LCP2,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000104796,chr19,7427436,7427895,hg19,chr19,7362550,7363009,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,XAB2,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000099364,chr17,39949517,39949745,hg19,chr17,41793265,41793493,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,KRT16,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000135579,chr8,70408745,70408961,hg19,chr8,69496510,69496726,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
CRMHS00000075052,chr1,109933790,109934137,hg19,chr1,109391168,109391515,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,GNAI3,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000115988,chr3,156297231,156297470,hg19,chr3,156579442,156579681,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,TIPARP,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000104587,chr19,55320651,55320688,hg19,chr19,54809196,54809233,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
CRMHS00000085663,chr11,35409513,35409852,hg19,chr11,35387966,35388305,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,CD44,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000114313,chr22,45346846,45347063,hg19,chr22,44950966,44951183,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
CRMHS00000103292,chr19,18528819,18529396,hg19,chr19,18418009,18418586,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,IL12RB1,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000097653,chr16,71904264,71904408,hg19,chr16,71870361,71870505,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,PHLPP2,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000092358,chr14,23030522,23031354,hg19,chr14,22561622,22562454,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,PSMB11,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000107747,chr2,225747342,225747583,hg19,chr2,224882625,224882866,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
