# Base de datos: HACER
# Descripción: Human Active Cis-regulatory Elements database
# Fuente: http://bioinfo.vanderbilt.edu/AE/HACER/
# Dimensiones totales: 7476524 filas, 30 columnas
# Filas en esta muestra: 25
# Estrategia: B_random (aleatorio, semilla fija)

# MUESTRA DE DATOS (formato TSV):

crm_ID	orig_chr	orig_start	orig_end	orig_assembly	current_chr	current_start	current_end	current_assembly	minimum_ratio	score	original_ID	crossref	enh_PMID	biosample_name	enh_method	type	source	hgnc_symbol_target_genes	enh2gene_PMID	enh2gene_method	hgnc_symbol_TFs	TFs2enh_PMID	TFs2enh_method	disease	disease_PMID	disease_method	refsnp_ID	mutation_PMID	mutation_method
CRMHS00000129723	chr7	107136125	107136576	hg19	chr7	107495680	107496131	hg38	0.95	1	-	-	30247654	HPB-ALL	CAGE	-	HACER	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000095290	chr15	67134448	67134928	hg19	chr15	66842110	66842590	hg38	0.95	1	-	-	30247654	SNU-387	CAGE	-	HACER	SMAD6	30247654	closest	-	-	-	-	-	-	-	-	-
CRMHS00000075686	chr1	153936554	153936861	hg19	chr1	153964078	153964385	hg38	0.95	1	-	-	30247654	A431	CAGE	-	HACER	SLC39A1	30247654	distance_50kb	-	-	-	-	-	-	-	-	-
CRMHS00000105270	chr2	113556767	113557612	hg19	chr2	112799190	112800035	hg38	0.95	1	-	-	30247654	JHOS-2	CAGE	-	HACER	IL1B	30247654	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00007357505	chr22	41410194	41421357	hg19	chr22	41014190	41025353	hg38	0.95	1	AE_hg19_GM12878_21363	http://bioinfo.vanderbilt.edu/AE/HACER/detail.php?id=AE_hg19_GM12878_21363	30247654	Esophagus_Mucosa	-	-	HACER	-	30247654	-	-	-	-	-	-	-	rs13054700	30247654	overlap
CRMHS00007358074	chr6	32569950	32580061	hg19	chr6	32602173	32612284	hg38	0.95	1	AE_hg19_GM12878_21932	http://bioinfo.vanderbilt.edu/AE/HACER/detail.php?id=AE_hg19_GM12878_21932	30247654	Adipose_Visceral_Omentum	-	-	HACER	HLA-DRB5	30247654	-	-	-	-	-	-	-	rs112848051	30247654	overlap
CRMHS00007359278	chr1	211395102	211397473	hg19	chr1	211221760	211224131	hg38	0.95	1	-	-	30247654	-	-	-	HACER	RCOR3	30247654	closest	-	-	-	-	-	-	-	-	-
CRMHS00000137857	chr9	35114116	35114547	hg19	chr9	35114119	35114550	hg38	0.95	1	-	-	30247654	HS-ES-1	CAGE	-	HACER	DNAJB5	30247654	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000080725	chr1	956563	956812	hg19	chr1	1021183	1021432	hg38	0.95	1	-	-	30247654	HTMMT	CAGE	-	HACER	PUSL1	30247654	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000105914	chr2	145122623	145122802	hg19	chr2	144365056	144365235	hg38	0.95	1	-	-	30247654	GM12878 ENCODE	CAGE	-	HACER	GTDC1	30247654	distance_50kb	-	-	-	-	-	-	-	-	-
CRMHS00000077067	chr1	201618983	201619286	hg19	chr1	201649855	201650158	hg38	0.95	1	-	-	30247654	NCI-H650	CAGE	-	HACER	CSRP1	30247654	closest	-	-	-	-	-	-	-	-	-
CRMHS00000124432	chr5	60710257	60710608	hg19	chr5	61414430	61414781	hg38	0.95	1	-	-	30247654	NCI-H226	CAGE	-	HACER	RPL3P6	30247654	distance_50kb	-	-	-	-	-	-	-	-	-
CRMHS00000130606	chr7	150317630	150317699	hg19	chr7	150620542	150620611	hg38	0.95	1	-	-	30247654	MIA Paca2	CAGE	-	HACER	GIMAP2	30247654	closest	-	-	-	-	-	-	-	-	-
CRMHS00000097002	chr16	3207486	3207903	hg19	chr16	3157485	3157902	hg38	0.95	1	-	-	30247654	DMS 144	CAGE	-	HACER	SRRM2	30247654	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000075861	chr1	157980631	157980890	hg19	chr1	158010841	158011100	hg38	0.95	1	-	-	30247654	15425	CAGE	-	HACER	KIRREL1	30247654	distance_50kb	-	-	-	-	-	-	-	-	-
CRMHS00000107079	chr2	200800298	200800427	hg19	chr2	199935575	199935704	hg38	0.95	1	-	-	30247654	HTMMT	CAGE	-	HACER	C2orf69	30247654	distance_50kb	-	-	-	-	-	-	-	-	-
CRMHS00000125915	chr6	12484193	12484504	hg19	chr6	12483961	12484272	hg38	0.95	1	-	-	30247654	NCI-H2052	CAGE	-	HACER	EDN1	30247654	closest	-	-	-	-	-	-	-	-	-
CRMHS00000120999	chr4	71695000	71695080	hg19	chr4	70829283	70829363	hg38	0.95	1	-	-	30247654	NH-12	CAGE	-	HACER	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000095687	chr15	77711297	77711794	hg19	chr15	77418955	77419452	hg38	0.95	1	-	-	30247654	OMC-9	CAGE	-	HACER	HMG20A	30247654	distance_50kb	-	-	-	-	-	-	-	-	-
CRMHS00007357801	chr5	149856033	149881220	hg19	chr5	150476470	150501658	hg38	0.95	1.00003970144513	AE_hg19_GM12878_21659	http://bioinfo.vanderbilt.edu/AE/HACER/detail.php?id=AE_hg19_GM12878_21659	30247654	Brain_Caudate_basal_ganglia	-	-	HACER	-	-	-	-	-	-	-	-	-	rs17726541	30247654	overlap
CRMHS00000131514	chr7	36231676	36232185	hg19	chr7	36192067	36192576	hg38	0.95	1	-	-	30247654	Mo	CAGE	-	HACER	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000077892	chr1	224598124	224598418	hg19	chr1	224410422	224410716	hg38	0.95	1	-	-	30247654	BALL-1	CAGE	-	HACER	WDR26	30247654	distance_50kb	-	-	-	-	-	-	-	-	-
CRMHS00000089782	chr12	79848111	79848561	hg19	chr12	79454331	79454781	hg38	0.95	1	-	-	30247654	10964C	CAGE	-	HACER	-	30247654	distance_50kb	-	-	-	-	-	-	-	-	-
CRMHS00000100240	chr17	64524337	64524637	hg19	chr17	66528219	66528519	hg38	0.95	1	-	-	30247654	Saos-2	CAGE	-	HACER	PRKCA	30247654	closest	-	-	-	-	-	-	-	-	-
CRMHS00000107388	chr2	213185826	213186073	hg19	chr2	212321101	212321348	hg38	0.95	1	-	-	30247654	MKL-1	CAGE	-	HACER	ERBB4	30247654	closest	-	-	-	-	-	-	-	-	-
