# Base de datos: FANTOM5
# Descripción: Enhancers activos identificados por CAGE-seq
# Fuente: https://fantom.gsc.riken.jp/5/
# Dimensiones totales: 96932 filas, 30 columnas
# Filas en esta muestra: 50
# Estrategia: C_stratified (estratificado por columna categórica)

# MUESTRA DE DATOS (formato TSV):

crm_ID	orig_chr	orig_start	orig_end	orig_assembly	current_chr	current_start	current_end	current_assembly	minimum_ratio	score	original_ID	crossref	enh_PMID	biosample	enh_method	type	source	hgnc_symbol_target_genes	enh2gene_PMID	enh2gene_method	hgnc_symbol_TFs	TFs2enh_PMID	TFs2enh_method	disease	disease_PMID	disease_method	refsnp_ID	mutation_PMID	mutation_method
CRMHS00000115897	chr3	151993494	151994006	hg19	chr3	152275705	152276217	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000092620	chr14	36641300	36641610	hg19	chr14	36172094	36172404	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000134939	chr8	37218787	37219218	hg19	chr8	37361269	37361700	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000114132	chr22	39954931	39955300	hg19	chr22	39558926	39559295	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000098783	chr17	25805507	25805777	hg19	chr17	27478481	27478751	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000113107	chr21	43658296	43659061	hg19	chr21	42238186	42238951	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	UMODL1	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000084097	chr10	99113804	99114043	hg19	chr10	97354047	97354286	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	ZFYVE27	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000122315	chr5	137370531	137370718	hg19	chr5	138034842	138035029	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	NME5	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000121147	chr4	7674956	7675119	hg19	chr4	7673229	7673392	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000087300	chr12	109010746	109010939	hg19	chr12	108616970	108617163	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	SSH1	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000102927	chr19	1085284	1085426	hg19	chr19	1085285	1085427	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	ABCA7	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000105313	chr2	113916006	113916157	hg19	chr2	113158429	113158580	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	IL1RN	24670763	expression correlation	-	-	-	-	-	-	-	-	-
