# Base de datos: DiseaseEnhancer
# Descripción: Enhancers asociados a enfermedades
# Fuente: http://biocc.hrbmu.edu.cn/DiseaseEnhancer/
# Dimensiones totales: 4059 filas, 30 columnas
# Filas en esta muestra: 50
# Estrategia: C_stratified (estratificado por columna categórica)

# MUESTRA DE DATOS (formato TSV):

crm_ID	orig_chr	orig_start	orig_end	orig_assembly	current_chr	current_start	current_end	current_assembly	minimum_ratio	score	original_ID	crossref	enh_PMID	biosample_name	enh_method	type	source	hgnc_symbol_target_genes	enh2gene_PMID	enh2gene_method	hgnc_symbol_TFs	TFs2enh_PMID	TFs2enh_method	disease	disease_PMID	disease_method	refseq_ID	mutation_PMID	mutation_method
CRMHS00027685576	chr1	26798602	26799000	hg19	chr1	26472111	26472509	hg38	0.95	1	DE_00147	-	27723759	-	-	-	DiseaseEnhancer	ARID1A	27723759	-	-	-	-	DOID:1612	27723759	-	-	-	-
CRMHS00027685808	chr12	50450445	50452446	hg19	chr12	50056662	50058663	hg38	0.95	1	DE_00144	-	27723759	-	-	-	DiseaseEnhancer	SMARCD1	27723759	-	-	-	-	OMIM:114480	27723759	-	-	-	-
CRMHS00000006127	chr9	22123402	22125200	hg19	chr9	22123403	22125201	hg38	0.95	1	DE_00413	-	26487755	-	-	-	DiseaseEnhancer	MTAP	26487755	-	-	-	-	mesh:D003324	26487755	-	rs10738610	26487755	-
CRMHS00000005827	chr13	50944202	50945400	hg19	chr13	50370066	50371264	hg38	0.95	1	DE_00518	-	23940804	-	-	-	DiseaseEnhancer	ARL11	23940804	-	-	-	-	DOID:10283	23940804	-	rs2532975	23940804	-
CRMHS00027685671	chr11	69052154	69054155	hg19	chr11	69284687	69286688	hg38	0.95	1	DE_00097	-	27723759	-	-	-	DiseaseEnhancer	CCND1	27723759	-	-	-	-	mesh:D001943	27723759	-	-	-	-
CRMHS00027685832	chr15	45640225	45642225	hg19	chr15	45348027	45350027	hg38	0.95	1	DE_01028	-	29093029	-	-	-	DiseaseEnhancer	SLC30A4	29093029	-	-	-	-	mesh:D051436	29093029	-	rs2453533	29093029	-
CRMHS00000005962	chr3	138956092	138956195	hg19	chr3	139237250	139237353	hg38	0.95	1	DE_00277	-	19543368	-	-	-	DiseaseEnhancer	FOXL2	19543368	-	-	-	-	DOID:10348	19543368	-	-	-	-
CRMHS00027685583	chr17	61776669	61778669	hg19	chr17	63699309	63701309	hg38	0.95	1	DE_00735	-	27723759	-	-	-	DiseaseEnhancer	DCAF7	27723759	-	-	-	-	OMIM:114480	27723759	-	-	-	-
CRMHS00027685513	chr16	663202	685800	hg19	chr16	613202	635800	hg38	0.95	1	DE_00942	-	27869826	-	-	-	DiseaseEnhancer	STUB1	27869826	-	-	-	-	DOID:3744	27869826	-	-	-	-
CRMHS00027685611	chr11	69276802	69281000	hg19	chr11	69462034	69466232	hg38	0.95	1	DE_00106	-	27723759	-	-	-	DiseaseEnhancer	CCND1	27723759	-	-	-	-	OMIM:114480	27723759	-	-	-	-
