# Base de datos: HACER
# Descripción: Human Active Cis-regulatory Elements database
# Fuente: http://bioinfo.vanderbilt.edu/AE/HACER/
# Dimensiones totales: 7476524 filas, 30 columnas
# Filas en esta muestra: 50
# Estrategia: C_stratified (estratificado por columna categórica)

# MUESTRA DE DATOS (formato TSV):

crm_ID	orig_chr	orig_start	orig_end	orig_assembly	current_chr	current_start	current_end	current_assembly	minimum_ratio	score	original_ID	crossref	enh_PMID	biosample_name	enh_method	type	source	hgnc_symbol_target_genes	enh2gene_PMID	enh2gene_method	hgnc_symbol_TFs	TFs2enh_PMID	TFs2enh_method	disease	disease_PMID	disease_method	refsnp_ID	mutation_PMID	mutation_method
CRMHS00000115179	chr3	123376969	123377163	hg19	chr3	123658122	123658316	hg38	0.95	1	-	-	30247654	NCI-H1770	CAGE	-	HACER	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000103147	chr19	15310768	15311119	hg19	chr19	15199957	15200308	hg38	0.95	1	-	-	30247654	A431	CAGE	-	HACER	NOTCH3	30247654	distance_50kb	-	-	-	-	-	-	-	-	-
CRMHS00000131432	chr7	3065152	3065430	hg19	chr7	3025518	3025796	hg38	0.95	1	-	-	30247654	DAUDI	CAGE	-	HACER	CARD11	30247654	closest	-	-	-	-	-	-	-	-	-
CRMHS00000098222	chr16	87781357	87781475	hg19	chr16	87747751	87747869	hg38	0.95	1	-	-	30247654	KCL-22	CAGE	-	HACER	C16orf95	30247654	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000083436	chr10	75022023	75022098	hg19	chr10	73262265	73262340	hg38	0.95	1	-	-	30247654	P30	CAGE	-	HACER	MRPS16	30247654	distance_50kb	-	-	-	-	-	-	-	-	-
CRMHS00000099461	chr17	42619291	42619496	hg19	chr17	44541923	44542128	hg38	0.95	1	-	-	30247654	SAS	CAGE	-	HACER	FZD2	30247654	distance_50kb	-	-	-	-	-	-	-	-	-
CRMHS00000102098	chr18	46733107	46733359	hg19	chr18	49206737	49206989	hg38	0.95	1	-	-	30247654	FU-RPNT-1	CAGE	-	HACER	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000126964	chr6	155429024	155429129	hg19	chr6	155107890	155107995	hg38	0.95	1	-	-	30247654	NCR-G1	CAGE	-	HACER	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000077859	chr1	22345590	22345859	hg19	chr1	22019097	22019366	hg38	0.95	1	-	-	30247654	HYT-1	CAGE	-	HACER	CDC42	30247654	distance_50kb	-	-	-	-	-	-	-	-	-
CRMHS00000139516	chrX	30639363	30639574	hg19	chrX	30621246	30621457	hg38	0.95	1	-	-	30247654	Ki-JK	CAGE	-	HACER	FTLP2	30247654	distance_50kb	-	-	-	-	-	-	-	-	-
CRMHS00000089157	chr12	56876109	56876291	hg19	chr12	56482325	56482507	hg38	0.95	1	-	-	30247654	NEC15	CAGE	-	HACER	TIMELESS	30247654	distance_50kb	-	-	-	-	-	-	-	-	-
CRMHS00000132091	chr7	5638553	5639025	hg19	chr7	5598922	5599394	hg38	0.95	1	-	-	30247654	HEK293	CAGE	-	HACER	FSCN1	30247654	closest	-	-	-	-	-	-	-	-	-
CRMHS00000075231	chr1	115052481	115052766	hg19	chr1	114509860	114510145	hg38	0.95	1	-	-	30247654	SLVL	CAGE	-	HACER	-	-	-	-	-	-	-	-	-	-	-	-
