crm_ID,orig_chr,orig_start,orig_end,orig_assembly,current_chr,current_start,current_end,current_assembly,minimum_ratio,score,original_ID,crossref,enh_PMID,biosample,enh_method,type,source,hgnc_symbol_target_genes,enh2gene_PMID,enh2gene_method,hgnc_symbol_TFs,TFs2enh_PMID,TFs2enh_method,disease,disease_PMID,disease_method,refsnp_ID,mutation_PMID,mutation_method
CRMHS00000094290,chr15,26864879,26864942,hg19,chr15,26619732,26619795,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
CRMHS00000122781,chr5,148591795,148592037,hg19,chr5,149212232,149212474,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,ABLIM3,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000120537,chr4,3836768,3837443,hg19,chr4,3835041,3835716,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
CRMHS00000089594,chr12,71197742,71197870,hg19,chr12,70803962,70804090,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
CRMHS00000089148,chr12,56434218,56434302,hg19,chr12,56040434,56040518,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,OR6C4,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000098637,chr17,18204448,18204705,hg19,chr17,18301134,18301391,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,SMCR8,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000126436,chr6,139841535,139841931,hg19,chr6,139520398,139520794,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,HECA,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000092620,chr14,36641300,36641610,hg19,chr14,36172094,36172404,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
CRMHS00000105569,chr2,127838302,127838430,hg19,chr2,127080726,127080854,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,MAP3K2,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000078055,chr1,229166537,229166799,hg19,chr1,229030790,229031052,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,CCSAP,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000128100,chr6,33818239,33818267,hg19,chr6,33850462,33850490,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
CRMHS00000115897,chr3,151993494,151994006,hg19,chr3,152275705,152276217,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
CRMHS00000137845,chr9,34575663,34576052,hg19,chr9,34575665,34576054,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,ENHO,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000117535,chr3,4435847,4436001,hg19,chr3,4394163,4394317,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
CRMHS00000114132,chr22,39954931,39955300,hg19,chr22,39558926,39559295,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
CRMHS00000075232,chr1,115055314,115055514,hg19,chr1,114512693,114512893,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
CRMHS00000098218,chr16,87759379,87759621,hg19,chr16,87725773,87726015,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,JPH3,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000098083,chr16,85473143,85473232,hg19,chr16,85439537,85439626,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
CRMHS00000108365,chr2,240386953,240387173,hg19,chr2,239465259,239465479,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
CRMHS00000115991,chr3,156356152,156356341,hg19,chr3,156638363,156638552,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
CRMHS00000122885,chr5,150403932,150404163,hg19,chr5,151024371,151024602,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
CRMHS00000091596,chr13,60207741,60207943,hg19,chr13,59633607,59633809,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
CRMHS00000102927,chr19,1085284,1085426,hg19,chr19,1085285,1085427,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,ABCA7,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000090331,chr12,9982493,9982805,hg19,chr12,9829897,9830209,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,KLRF1,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000121509,chr4,89299019,89299120,hg19,chr4,88377867,88377968,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
CRMHS00000109125,chr2,43692800,43693176,hg19,chr2,43465661,43466037,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
CRMHS00000101236,chr17,8323983,8324286,hg19,chr17,8420665,8420968,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,PER1,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000113107,chr21,43658296,43659061,hg19,chr21,42238186,42238951,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,UMODL1,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000079136,chr1,36617554,36617914,hg19,chr1,36151953,36152313,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,STK40,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000136987,chr9,130788146,130788203,hg19,chr9,128025867,128025924,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,EEIG1,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000105313,chr2,113916006,113916157,hg19,chr2,113158429,113158580,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,IL1RN,24670763,expression correlation,-,-,-,-,-,-,-,-,-
CRMHS00000085652,chr11,35347989,35348102,hg19,chr11,35326442,35326555,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,-,-,-,-,-,-,-,-,-,-,-,-
CRMHS00000112220,chr20,62435328,62435422,hg19,chr20,63803975,63804069,hg38,0.95,1,-,-,24670763,-,CAGE,-,FANTOM5,DNAJC5,24670763,expression correlation,-,-,-,-,-,-,-,-,-
