# Base de datos: DiseaseEnhancer
# Descripción: Enhancers asociados a enfermedades
# Fuente: http://biocc.hrbmu.edu.cn/DiseaseEnhancer/
# Dimensiones totales: 4059 filas, 30 columnas
# Filas en esta muestra: 100
# Estrategia: C_stratified (estratificado por columna categórica)

# MUESTRA DE DATOS (formato TSV):

crm_ID	orig_chr	orig_start	orig_end	orig_assembly	current_chr	current_start	current_end	current_assembly	minimum_ratio	score	original_ID	crossref	enh_PMID	biosample_name	enh_method	type	source	hgnc_symbol_target_genes	enh2gene_PMID	enh2gene_method	hgnc_symbol_TFs	TFs2enh_PMID	TFs2enh_method	disease	disease_PMID	disease_method	refseq_ID	mutation_PMID	mutation_method
CRMHS00027685535	chrX	8640202	8640600	hg19	chrX	8672161	8672559	hg38	0.95	1	DE_00790	-	27869826	-	-	-	DiseaseEnhancer	TBL1X	27869826	-	-	-	-	DOID:3571	27869826	-	-	-	-
CRMHS00000005962	chr3	138956092	138956195	hg19	chr3	139237250	139237353	hg38	0.95	1	DE_00277	-	19543368	-	-	-	DiseaseEnhancer	FOXL2	19543368	-	-	-	-	DOID:10348	19543368	-	-	-	-
CRMHS00027685822	chr2	27730802	27731200	hg19	chr2	27507935	27508333	hg38	0.95	1	DE_01016	-	29093029	-	-	-	DiseaseEnhancer	FNDC4	29093029	-	-	-	-	mesh:D051436	29093029	-	rs1260326	29093029	-
CRMHS00027685685	chr20	61962405	61962555	hg19	chr20	63331053	63331203	hg38	0.95	1	DE_00690	-	27723759	-	-	-	DiseaseEnhancer	NKAIN4	27723759	-	-	-	-	DOID:1612	27723759	-	-	-	-
CRMHS00027685786	chr20	46697275	46716858	hg19	chr20	48068532	48088115	hg38	0.95	1	DE_00750	-	27723759	-	-	-	DiseaseEnhancer	SULF2	27723759	-	-	-	-	OMIM:114480	27723759	-	-	-	-
CRMHS00027685611	chr11	69276802	69281000	hg19	chr11	69462034	69466232	hg38	0.95	1	DE_00106	-	27723759	-	-	-	DiseaseEnhancer	CCND1	27723759	-	-	-	-	OMIM:114480	27723759	-	-	-	-
CRMHS00027685859	chr8	139804402	139806200	hg19	chr8	138792159	138793957	hg38	0.95	1	DE_00953	-	27869826	-	-	-	DiseaseEnhancer	FAM135B	27869826	-	-	-	-	DOID:5517	27869826	-	-	-	-
CRMHS00027685808	chr12	50450445	50452446	hg19	chr12	50056662	50058663	hg38	0.95	1	DE_00144	-	27723759	-	-	-	DiseaseEnhancer	SMARCD1	27723759	-	-	-	-	OMIM:114480	27723759	-	-	-	-
CRMHS00027685816	chr10	9200402	9201600	hg19	chr10	9158439	9159637	hg38	0.95	1	DE_00067	-	27723759	-	-	-	DiseaseEnhancer	GATA3	27723759	-	-	-	-	OMIM:114480	27723759	-	-	-	-
CRMHS00027685948	chr10	51548496	51550496	hg19	chr10	46045326	46047326	hg38	0.95	1	DE_00040	-	25910213	-	-	-	DiseaseEnhancer	MSMB	25910213	-	-	-	-	OMIM:176807	25910213	-	-	-	-
