crm_ID,orig_chr,orig_start,orig_end,orig_assembly,current_chr,current_start,current_end,current_assembly,minimum_ratio,score,original_ID,crossref,enh_PMID,biosample_name,enh_method,type,source,hgnc_symbol_target_genes,enh2gene_PMID,enh2gene_method,hgnc_symbol_TFs,TFs2enh_PMID,TFs2enh_method,disease,disease_PMID,disease_method,refseq_ID,mutation_PMID,mutation_method
CRMHS00027685636,chr17,81140430,81154155,hg19,chr17,83192661,83206386,hg38,0.95,1,DE_00710,-,27723759,-,-,-,DiseaseEnhancer,METRNL,27723759,-,-,-,-,OMIM:114480,27723759,-,-,-,-
CRMHS00027685535,chrX,8640202,8640600,hg19,chrX,8672161,8672559,hg38,0.95,1,DE_00790,-,27869826,-,-,-,DiseaseEnhancer,TBL1X,27869826,-,-,-,-,DOID:3571,27869826,-,-,-,-
CRMHS00027685948,chr10,51548496,51550496,hg19,chr10,46045326,46047326,hg38,0.95,1,DE_00040,-,25910213,-,-,-,DiseaseEnhancer,MSMB,25910213,-,-,-,-,OMIM:176807,25910213,-,-,-,-
CRMHS00027685832,chr15,45640225,45642225,hg19,chr15,45348027,45350027,hg38,0.95,1,DE_01028,-,29093029,-,-,-,DiseaseEnhancer,SLC30A4,29093029,-,-,-,-,mesh:D051436,29093029,-,rs2453533,29093029,-
CRMHS00000005862,chr16,53814602,53817000,hg19,chr16,53780690,53783088,hg38,0.95,1,DE_00646,-,21035756,-,-,-,DiseaseEnhancer,FTO,21035756,-,-,-,-,OMIM:125853,21035756,-,rs8050136,21035756,-
CRMHS00000005962,chr3,138956092,138956195,hg19,chr3,139237250,139237353,hg38,0.95,1,DE_00277,-,19543368,-,-,-,DiseaseEnhancer,FOXL2,19543368,-,-,-,-,DOID:10348,19543368,-,-,-,-
CRMHS00027685889,chr5,142781608,142783608,hg19,chr5,143402043,143404043,hg38,0.95,1,DE_00770,-,27723759,-,-,-,DiseaseEnhancer,NR3C1,27723759,-,-,-,-,mesh:D008175,27723759,-,-,-,-
CRMHS00000006104,chr8,128531137,128533137,hg19,chr8,127518892,127520892,hg38,0.95,1,DE_00406,-,19680443,-,-,-,DiseaseEnhancer,MYC,19680443,-,-,-,-,mesh:D011471,19680443,-,rs10090154,19680443,-
CRMHS00027685801,chr22,50627110,50632030,hg19,chr22,50188681,50193601,hg38,0.95,1,DE_00743,-,27723759,-,-,-,DiseaseEnhancer,TRABD,27723759,-,-,-,-,DOID:1612,27723759,-,-,-,-
CRMHS00027685671,chr11,69052154,69054155,hg19,chr11,69284687,69286688,hg38,0.95,1,DE_00097,-,27723759,-,-,-,DiseaseEnhancer,CCND1,27723759,-,-,-,-,mesh:D001943,27723759,-,-,-,-
CRMHS00027685540,chr6,167395002,167395200,hg19,chr6,166981514,166981712,hg38,0.95,1,DE_00834,-,27869826,-,-,-,DiseaseEnhancer,AFDN,27869826,-,-,-,-,DOID:5746,27869826,-,-,-,-
CRMHS00027685849,chr2,73865402,73870200,hg19,chr2,73638275,73643073,hg38,0.95,1,DE_01019,-,29093029,-,-,-,DiseaseEnhancer,NAT8,29093029,-,-,-,-,DOID:784,29093029,-,rs13538,29093029,-
