crm_ID,orig_chr,orig_start,orig_end,orig_assembly,current_chr,current_start,current_end,current_assembly,minimum_ratio,score,original_ID,crossref,enh_PMID,biosample_name,enh_method,type,source,hgnc_symbol_target_genes,enh2gene_PMID,enh2gene_method,hgnc_symbol_TFs,TFs2enh_PMID,TFs2enh_method,disease,disease_PMID,disease_method,refsnp_ID,mutation_PMID,mutation_method
CRMHS00000021421,chr11,85236256,85254195,hg19,chr11,85525212,85543151,hg38,0.95,1.0,SE_33200,https://asntech.org/dbsuper/details.php?se_id=SE_33200,24119843,H1,H3K27ac,super-enhancer,dbSUPER,DLG2,24119843,closest,-,-,-,-,-,-,-,-,-
CRMHS00000038881,chr18,42330712,42346121,hg19,chr18,44750747,44766156,hg38,0.95,1.0,SE_10721,https://asntech.org/dbsuper/details.php?se_id=SE_10721,24119843,CD19 Primary,H3K27ac,super-enhancer,dbSUPER,SETBP1,24119843,closest,-,-,-,-,-,-,-,-,-
CRMHS00000067017,chr7,1570257,1578431,hg19,chr7,1530621,1538795,hg38,0.95,1.0,SE_58039,https://asntech.org/dbsuper/details.php?se_id=SE_58039,24119843,VACO 9m,H3K27ac,super-enhancer,dbSUPER,MAFK,24119843,closest,-,-,-,-,-,-,-,-,-
CRMHS00000023844,chr12,49579769,49629822,hg19,chr12,49185986,49236039,hg38,0.95,1.0,SE_04162,https://asntech.org/dbsuper/details.php?se_id=SE_04162,24119843,Brain Anterior Caudate,H3K27ac,super-enhancer,dbSUPER,TUBA1A,24119843,closest,-,-,-,-,-,-,-,-,-
CRMHS00000036054,chr17,48103059,48145474,hg19,chr17,50025695,50068110,hg38,0.95,1.0,SE_47267,https://asntech.org/dbsuper/details.php?se_id=SE_47267,24119843,Panc1,H3K27ac,super-enhancer,dbSUPER,ITGA3,24119843,closest,-,-,-,-,-,-,-,-,-
CRMHS00000008158,chr1,15735466,15759155,hg19,chr1,15408970,15432659,hg38,0.95,1.0,SE_24853,https://asntech.org/dbsuper/details.php?se_id=SE_24853,24119843,Colon Crypt 3,H3K27ac,super-enhancer,dbSUPER,EFHD2,24119843,closest,-,-,-,-,-,-,-,-,-
CRMHS00000071580,chr9,117659491,117673290,hg19,chr9,114897211,114911010,hg38,0.95,1.0,SE_44025,https://asntech.org/dbsuper/details.php?se_id=SE_44025,24119843,MM1S,H3K27ac,super-enhancer,dbSUPER,TNFSF15,24119843,closest,-,-,-,-,-,-,-,-,-
CRMHS00000065113,chr6,42739277,42752564,hg19,chr6,42771539,42784826,hg38,0.95,1.0,SE_13047,https://asntech.org/dbsuper/details.php?se_id=SE_13047,24119843,CD34 Primary RO01480,H3K27ac,super-enhancer,dbSUPER,TBCC,24119843,closest,-,-,-,-,-,-,-,-,-
CRMHS00000008385,chr1,16059323,16065088,hg19,chr1,15732828,15738593,hg38,0.95,1.0,SE_24360,https://asntech.org/dbsuper/details.php?se_id=SE_24360,24119843,Colon Crypt 2,H3K27ac,super-enhancer,dbSUPER,SLC25A34,24119843,closest,-,-,-,-,-,-,-,-,-
CRMHS00000053303,chr3,124825912,124850371,hg19,chr3,125107068,125131527,hg38,0.95,1.0,SE_35169,https://asntech.org/dbsuper/details.php?se_id=SE_35169,24119843,HeLa,H3K27ac,super-enhancer,dbSUPER,HEG1,24119843,closest,-,-,-,-,-,-,-,-,-
