# Base de datos: HACER
# Descripción: Human Active Cis-regulatory Elements database
# Fuente: http://bioinfo.vanderbilt.edu/AE/HACER/
# Dimensiones totales: 7476524 filas, 30 columnas
# Filas en esta muestra: 200
# Estrategia: C_stratified (estratificado por columna categórica)

# MUESTRA DE DATOS (formato TSV):

crm_ID	orig_chr	orig_start	orig_end	orig_assembly	current_chr	current_start	current_end	current_assembly	minimum_ratio	score	original_ID	crossref	enh_PMID	biosample_name	enh_method	type	source	hgnc_symbol_target_genes	enh2gene_PMID	enh2gene_method	hgnc_symbol_TFs	TFs2enh_PMID	TFs2enh_method	disease	disease_PMID	disease_method	refsnp_ID	mutation_PMID	mutation_method
CRMHS00000122370	chr5	139023017	139023340	hg19	chr5	139643432	139643755	hg38	0.95	1	-	-	30247654	JHUCS-1	CAGE	-	HACER	CXXC5	30247654	distance_50kb	-	-	-	-	-	-	-	-	-
CRMHS00000128174	chr6	35570271	35570732	hg19	chr6	35602494	35602955	hg38	0.95	1	-	-	30247654	RPMI1788	CAGE	-	HACER	RPL10A	30247654	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000131432	chr7	3065152	3065430	hg19	chr7	3025518	3025796	hg38	0.95	1	-	-	30247654	DAUDI	CAGE	-	HACER	CARD11	30247654	closest	-	-	-	-	-	-	-	-	-
CRMHS00000080141	chr1	77403313	77403685	hg19	chr1	76937628	76938000	hg38	0.95	1	-	-	30247654	LK-2	CAGE	-	HACER	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000100659	chr17	73369885	73369909	hg19	chr17	75373804	75373828	hg38	0.95	1	-	-	30247654	DS-1	CAGE	-	HACER	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000130144	chr7	130013597	130013906	hg19	chr7	130373756	130374065	hg38	0.95	1	-	-	30247654	JHOS-2	CAGE	-	HACER	CPA2	30247654	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000089390	chr12	65997532	65998101	hg19	chr12	65603752	65604321	hg38	0.95	1	-	-	30247654	SNU-387	CAGE	-	HACER	-	30247654	closest	-	-	-	-	-	-	-	-	-
CRMHS00000132265	chr7	73265870	73266203	hg19	chr7	73851540	73851873	hg38	0.95	1	-	-	30247654	CACO-2	CAGE	-	HACER	BCL7B	30247654	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000084595	chr11	118782911	118783378	hg19	chr11	118912202	118912669	hg38	0.95	1	-	-	30247654	COLO 679	CAGE	-	HACER	RNF26	30247654	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000098222	chr16	87781357	87781475	hg19	chr16	87747751	87747869	hg38	0.95	1	-	-	30247654	KCL-22	CAGE	-	HACER	C16orf95	30247654	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00007358066	chr6	30760590	30762806	hg19	chr6	30792813	30795029	hg38	0.95	1	AE_hg19_GM12878_21924	http://bioinfo.vanderbilt.edu/AE/HACER/detail.php?id=AE_hg19_GM12878_21924	30247654	Skin_Sun_Exposed_Lower_leg	-	-	HACER	HCG20	30247654	-	-	-	-	-	-	-	rs3131056	30247654	overlap
CRMHS00000086232	chr11	65185589	65187086	hg19	chr11	65418118	65419615	hg38	0.95	1	-	-	30247654	TT1TKB	CAGE	-	HACER	NEAT1	30247654	closest	-	-	-	-	-	-	-	-	-
CRMHS00000119232	chr4	139960222	139960706	hg19	chr4	139039068	139039552	hg38	0.95	1	-	-	30247654	TASK1	CAGE	-	HACER	NOCT	30247654	closest	-	-	-	-	-	-	-	-	-
CRMHS00000121547	chr4	91049597	91049943	hg19	chr4	90128446	90128792	hg38	0.95	1	-	-	30247654	Ca9-22	CAGE	-	HACER	SNCA	30247654	closest	-	-	-	-	-	-	-	-	-
CRMHS00000075963	chr1	160639828	160639998	hg19	chr1	160670038	160670208	hg38	0.95	1	-	-	30247654	F-36P	CAGE	-	HACER	CD48	30247654	closest	-	-	-	-	-	-	-	-	-
CRMHS00000099699	chr17	48105546	48105721	hg19	chr17	50028182	50028357	hg38	0.95	1	-	-	30247654	HS-Os-1	CAGE	-	HACER	DLX3	30247654	distance_50kb	-	-	-	-	-	-	-	-	-
CRMHS00000112740	chr21	34755296	34756154	hg19	chr21	33382990	33383848	hg38	0.95	1	-	-	30247654	HuH-28	CAGE	-	HACER	IFNGR2	30247654	closest	-	-	-	-	-	-	-	-	-
CRMHS00000099952	chr17	574639	574965	hg19	chr17	671399	671725	hg38	0.95	1	-	-	30247654	Kasumi-6	CAGE	-	HACER	RPS4XP17	30247654	closest	-	-	-	-	-	-	-	-	-
CRMHS00000094893	chr15	52438848	52438958	hg19	chr15	52146651	52146761	hg38	0.95	1	-	-	30247654	T98G	CAGE	-	HACER	GNB5	30247654	distance_50kb	-	-	-	-	-	-	-	-	-
CRMHS00000085276	chr11	18426412	18426598	hg19	chr11	18404865	18405051	hg38	0.95	1	-	-	30247654	KYM-1	CAGE	-	HACER	-	30247654	distance_50kb	-	-	-	-	-	-	-	-	-
CRMHS00007358075	chr6	32587968	32594708	hg19	chr6	32620191	32626931	hg38	0.95	1	AE_hg19_GM12878_21933	http://bioinfo.vanderbilt.edu/AE/HACER/detail.php?id=AE_hg19_GM12878_21933	30247654	Whole_Blood	-	-	HACER	HLA-DRB1	30247654	-	-	-	-	-	-	-	rs9271509	30247654	overlap
CRMHS00000132779	chr7	99962576	99962959	hg19	chr7	100364953	100365336	hg38	0.95	1	-	-	30247654	HS-PSS	CAGE	-	HACER	PILRA	30247654	closest	-	-	-	-	-	-	-	-	-
CRMHS00000077531	chr1	212661846	212662402	hg19	chr1	212488504	212489060	hg38	0.95	1	-	-	30247654	HOKUG	CAGE	-	HACER	NENF	30247654	closest	-	-	-	-	-	-	-	-	-
CRMHS00000123228	chr5	16715199	16715528	hg19	chr5	16715090	16715419	hg38	0.95	1	-	-	30247654	TEN	CAGE	-	HACER	-	-	-	-	-	-	-	-	-	-	-	-
