# Base de datos: dbSUPER
# Descripción: Super-enhancers con coordenadas, líneas celulares y genes diana
# Fuente: https://asntech.org/dbsuper/
# Dimensiones totales: 69022 filas, 30 columnas
# Filas en esta muestra: 200
# Estrategia: C_stratified (estratificado por columna categórica)

# MUESTRA DE DATOS (formato TSV):

crm_ID	orig_chr	orig_start	orig_end	orig_assembly	current_chr	current_start	current_end	current_assembly	minimum_ratio	score	original_ID	crossref	enh_PMID	biosample_name	enh_method	type	source	hgnc_symbol_target_genes	enh2gene_PMID	enh2gene_method	hgnc_symbol_TFs	TFs2enh_PMID	TFs2enh_method	disease	disease_PMID	disease_method	refsnp_ID	mutation_PMID	mutation_method
CRMHS00000009489	chr1	198588455	198654514	hg19	chr1	198619325	198685385	hg38	0.95	1.00001513775356	SE_59080	https://asntech.org/dbsuper/details.php?se_id=SE_59080	24332044	Ly3	H3K27ac	super-enhancer	dbSUPER	PTPRC	24332044	closest	-	-	-	-	-	-	-	-	-
CRMHS00000069381	chr8	128862757	128888657	hg19	chr8	127850511	127876411	hg38	0.95	1	SE_36126	https://asntech.org/dbsuper/details.php?se_id=SE_36126	24119843	HMEC	H3K27ac	super-enhancer	dbSUPER	MIR1204	24119843	closest	-	-	-	-	-	-	-	-	-
CRMHS00000013278	chr1	59238820	59252343	hg19	chr1	58773148	58786671	hg38	0.95	1	SE_07648	https://asntech.org/dbsuper/details.php?se_id=SE_07648	24119843	Brain Hippocampus Middle 150	H3K27ac	super-enhancer	dbSUPER	JUN	24119843	closest	-	-	-	-	-	-	-	-	-
CRMHS00000063019	chr6	151693060	151713476	hg19	chr6	151371925	151392341	hg38	0.95	1	SE_55531	https://asntech.org/dbsuper/details.php?se_id=SE_55531	24119843	Thymus	H3K27ac	super-enhancer	dbSUPER	ZBTB2	24119843	closest	-	-	-	-	-	-	-	-	-
CRMHS00000044613	chr2	206941994	206952373	hg19	chr2	206077270	206087649	hg38	0.95	1	SE_32791	https://asntech.org/dbsuper/details.php?se_id=SE_32791	24119843	H1	H3K27ac	super-enhancer	dbSUPER	INO80D	24119843	closest	-	-	-	-	-	-	-	-	-
CRMHS00000008529	chr1	161579645	161635931	hg19	chr1	161609855	161666141	hg38	0.95	1	SE_13494	https://asntech.org/dbsuper/details.php?se_id=SE_13494	24119843	CD34 Primary RO01536	H3K27ac	super-enhancer	dbSUPER	FCGR2B	24119843	closest	-	-	-	-	-	-	-	-	-
CRMHS00000024539	chr12	6263911	6345611	hg19	chr12	6154745	6236445	hg38	0.95	1	SE_52457	https://asntech.org/dbsuper/details.php?se_id=SE_52457	24119843	Small Intestine	H3K27ac	super-enhancer	dbSUPER	CD9	24119843	closest	-	-	-	-	-	-	-	-	-
CRMHS00000073945	chr9	95765884	95806157	hg19	chr9	93003602	93043875	hg38	0.95	1	SE_16126	https://asntech.org/dbsuper/details.php?se_id=SE_16126	24119843	CD4 Naive Primary 7pool	H3K27ac	super-enhancer	dbSUPER	SUSD3	24119843	closest	-	-	-	-	-	-	-	-	-
CRMHS00000038571	chr18	2905753	3017524	hg19	chr18	2905755	3017526	hg38	0.95	1	SE_17424	https://asntech.org/dbsuper/details.php?se_id=SE_17424	24119843	CD4p CD25- CD45RAp Naive	H3K27ac	super-enhancer	dbSUPER	LPIN2	24119843	closest	-	-	-	-	-	-	-	-	-
CRMHS00000042924	chr2	109188913	109232802	hg19	chr2	108572457	108616346	hg38	0.95	1	SE_09428	https://asntech.org/dbsuper/details.php?se_id=SE_09428	24119843	CD14	H3K27ac	super-enhancer	dbSUPER	LIMS1	24119843	closest	-	-	-	-	-	-	-	-	-
